GeneID	KEGG	Pfam	GO
Gene07879			
Gene07880		PF04676.13	
Gene07881		PF00560.32,PF13516.5	GO:0005515
Gene07882			
Gene07883		PF04564.14	GO:0004842,GO:0016567
Gene07884		PF08246.11,PF00112.22	GO:0006508,GO:0008234
Gene07885		PF03168.12	
Gene07886			
Gene07887			
Gene07888		PF13458.5,PF01094.27	
Gene07889			
Gene07890			
Gene07891			
Gene07892			
Gene07893			
Gene07894	K09284	PF00847.19	GO:0003700,GO:0006355
Gene07895		PF01263.19	GO:0005975,GO:0016853
Gene07896			
Gene07897	K06670		
Gene07898			
Gene07899		PF00010.25	GO:0046983
Gene07900	K13151		
Gene07901			
Gene07902			
Gene07903	K00430	PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene07904		PF11891.7	
Gene07905		PF13174.5	GO:0005515
Gene07906		PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19	
Gene07907		PF14703.5	
Gene07908			
Gene07909		PF03145.15	GO:0005634,GO:0006511,GO:0007275
Gene07910		PF00083.23	GO:0016021,GO:0022857,GO:0055085
Gene07911			
Gene07912		PF12710.6	
Gene07913			
Gene07914		PF13812.5,PF13041.5,PF01535.19,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF13041.5,PF13812.5,PF12854.6,PF13041.5,PF01535.19	
Gene07915			
Gene07916			
Gene07917			
Gene07918	K14491		
Gene07919		PF00481.20	GO:0003824
Gene07920			
Gene07921			
Gene07922			
Gene07923			
Gene07924		PF00005.26	GO:0005524,GO:0016887
Gene07925		PF01565.22	GO:0016491,GO:0050660,GO:0055114
Gene07926		PF01040.17	GO:0016021,GO:0016765
Gene07927			
Gene07928			
Gene07929			
Gene07930			
Gene07931			
Gene07932			
Gene07933		PF00249.30,PF13921.5,PF00249.30,PF13921.5	
Gene07934		PF00560.32,PF13516.5,PF00560.32,PF13516.5,PF13516.5,PF00560.32,PF13855.5	GO:0005515
Gene07935		PF14309.5	
Gene07936			
Gene07937			
Gene07938			
Gene07939			
Gene07940			
Gene07941		PF00201.17	GO:0008152,GO:0016758
Gene07942			
Gene07943	K01809		
Gene07944			
Gene07945			
Gene07946			
Gene07947			
Gene07948			
Gene07949			
Gene07950			
Gene07951			
Gene07952			
Gene07953			
Gene07954			
Gene07955	K02320	PF00136.20	GO:0000166,GO:0003677
Gene07956	K11416	PF02146.16,PF02146.16	GO:0070403
Gene07957		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene07958			
Gene07959		PF03547.17	GO:0016021,GO:0055085
Gene07960			
Gene07961		PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF13812.5,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF12854.6,PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF01535.19	
Gene07962			
Gene07963			
Gene07964		PF03081.14	GO:0000145,GO:0006887
Gene07965			
Gene07966			
Gene07967			
Gene07968			
Gene07969			
Gene07970			
Gene07971		PF01535.19,PF13041.5,PF13812.5,PF01535.19,PF13041.5,PF01535.19	
Gene07972			
Gene07973		PF12146.7	
Gene07974	K00232	PF00441.23	GO:0016627,GO:0055114
Gene07975		PF00373.17	
Gene07976			
Gene07977		PF11976.7,PF00240.22,PF14560.5,PF13881.5,PF11976.7,PF00240.22,PF14560.5	GO:0005515
Gene07978			
Gene07979			
Gene07980	K09122		
Gene07981			
Gene07982			
Gene07983			
Gene07984			
Gene07985			
Gene07986			
Gene07987			
Gene07988	K00760	PF00156.26	GO:0009116
Gene07989			
Gene07990			
Gene07991			
Gene07992			
Gene07993			
Gene07994			
Gene07995		PF00403.25,PF00403.25	GO:0030001,GO:0046872
Gene07996		PF13912.5,PF13912.5	
Gene07997			
Gene07998			
Gene07999		PF04852.11	
Gene08000		PF00125.23,PF00808.22	GO:0003677
Gene08001		PF00254.27	
Gene08002			
Gene08003	K08193	PF07690.15	GO:0016021,GO:0055085
Gene08004			
Gene08005			
Gene08006			
Gene08007			
Gene08008		PF13456.5	
Gene08009	K13993	PF00011.20	
Gene08010			
Gene08011		PF06839.11	GO:0008270
Gene08012	K08343	PF03986.12	
Gene08013			
Gene08014			
Gene08015	K14977		
Gene08016			
Gene08017		PF02721.13	
Gene08018			
Gene08019			
Gene08020		PF00069.24,PF07714.16,PF11883.7	GO:0004672,GO:0004674,GO:0005524,GO:0006468
Gene08021			
Gene08022		PF12738.6,PF00533.25	
Gene08023			
Gene08024		PF00626.21	
Gene08025			
Gene08026		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene08027			
Gene08028		PF13516.5	GO:0005515
Gene08029			
Gene08030			
Gene08031			
Gene08032		PF00685.26	GO:0008146
Gene08033	K02866	PF00252.17	GO:0003735,GO:0005840,GO:0006412
Gene08034			
Gene08035			
Gene08036	K01490		
Gene08037		PF00190.21	GO:0045735
Gene08038		PF00139.18	GO:0030246
Gene08039			
Gene08040			
Gene08041		PF00005.26	GO:0005524,GO:0016887
Gene08042			
Gene08043			
Gene08044			
Gene08045		PF10358.8	
Gene08046			
Gene08047			
Gene08048	K13457	PF00931.21	GO:0043531
Gene08049		PF14144.5	GO:0006351,GO:0043565
Gene08050	K03093		
Gene08051			
Gene08052	K12399		
Gene08053			
Gene08054	K22684	PF00656.21	
Gene08055			
Gene08056			
Gene08057			
Gene08058		PF03407.15	
Gene08059			
Gene08060			
Gene08061			
Gene08062			
Gene08063			
Gene08064		PF03514.13	
Gene08065			
Gene08066		PF14576.5	
Gene08067		PF02365.14	GO:0003677,GO:0006355
Gene08068		PF03721.13	GO:0016616,GO:0051287,GO:0055114
Gene08069			
Gene08070			
Gene08071			
Gene08072			
Gene08073		PF03479.14	
Gene08074			
Gene08075		PF00079.19	
Gene08076		PF14365.5,PF03080.14	
Gene08077	K10706	PF13086.5,PF13087.5	
Gene08078		PF13041.5,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19	
Gene08079			
Gene08080			
Gene08081		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene08082			
Gene08083		PF01762.20	GO:0006486,GO:0008378,GO:0016020
Gene08084			
Gene08085			
Gene08086		PF00343.19,PF00343.19	GO:0005975,GO:0008184
Gene08087			
Gene08088			
Gene08089			
Gene08090	K14844		
Gene08091			
Gene08092		PF00225.22,PF16796.4	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Gene08093			
Gene08094		PF00999.20	GO:0006812,GO:0015299,GO:0016021,GO:0055085
Gene08095			
Gene08096			
Gene08097			
Gene08098			
Gene08099	K17943	PF07990.11,PF00806.18,PF00806.18,PF07990.11	GO:0003723
Gene08100		PF00346.18	GO:0016651,GO:0048038,GO:0051287,GO:0055114
Gene08101			
Gene08102	K14004	PF00400.31,PF00400.31,PF00400.31,PF00400.31,PF00400.31	GO:0005515
Gene08103			
Gene08104		PF03776.13	GO:0032955,GO:0051301
Gene08105		PF00696.27	
Gene08106			
Gene08107	K18482	PF01063.18	GO:0003824,GO:0008152
Gene08108	K18270	PF13890.5	GO:0005096
Gene08109		PF04998.16	GO:0003677,GO:0003899,GO:0006351
Gene08110		PF03471.16	
Gene08111		PF16212.4,PF16212.4	
Gene08112			
Gene08113		PF09816.8	
Gene08114		PF00202.20	GO:0008483,GO:0030170
Gene08115			
Gene08116		PF13456.5	
Gene08117			
Gene08118			
Gene08119			
Gene08120			
Gene08121			
Gene08122			
Gene08123			
Gene08124		PF00248.20,PF00248.20	
Gene08125		PF00294.23	
Gene08126	K11662		
Gene08127		PF00464.18	
Gene08128			
Gene08129		PF01535.19,PF12854.6,PF13812.5,PF13041.5,PF01535.19,PF13812.5,PF01535.19,PF01535.19	
Gene08130		PF00197.17	GO:0004866
Gene08131		PF00069.24,PF13833.5,PF00036.31,PF13405.5,PF13202.5	GO:0004672,GO:0005509,GO:0005524,GO:0006468
Gene08132			
Gene08133			
Gene08134			
Gene08135	K06443	PF05834.11	
Gene08136			
Gene08137			
Gene08138			
Gene08139	K22909		
Gene08140			
Gene08141			
Gene08142		PF08246.11	
Gene08143		PF10712.8,PF00012.19,PF00012.19,PF06723.12	
Gene08144		PF07516.12	GO:0016020,GO:0017038
Gene08145			
Gene08146		PF00226.30	
Gene08147	K17279		
Gene08148		PF00225.22	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Gene08149			
Gene08150			
Gene08151		PF01545.20	GO:0006812,GO:0008324,GO:0016021,GO:0055085
Gene08152		PF16913.4,PF00892.19,PF08449.10	GO:0016020,GO:0016021,GO:0055085
Gene08153			
Gene08154		PF00098.22,PF14392.5,PF14392.5,PF00098.22,PF13917.5	GO:0003676,GO:0008270
Gene08155		PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF01535.19	
Gene08156	K11793		
Gene08157			
Gene08158		PF00022.18	
Gene08159	K13600		
Gene08160		PF00221.18	
Gene08161			
Gene08162			
Gene08163			
Gene08164			
Gene08165	K15889		
Gene08166			
Gene08167		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene08168			
Gene08169	K22845		
Gene08170		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene08171			
Gene08172			
Gene08173			
Gene08174		PF00773.18	
Gene08175			
Gene08176			
Gene08177		PF14826.5	
Gene08178	K14572	PF07728.13,PF07728.13	GO:0005524,GO:0016887
Gene08179		PF07731.13	GO:0005507,GO:0016491,GO:0055114
Gene08180	K00703	PF16760.4	GO:2001070
Gene08181			
Gene08182			
Gene08183			
Gene08184			
Gene08185		PF00305.18	GO:0016702,GO:0046872,GO:0055114
Gene08186	K10863		
Gene08187	K21989	PF14703.5,PF02714.14	GO:0016020
Gene08188			
Gene08189		PF01535.19,PF01535.19,PF01535.19,PF12854.6,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF13041.5,PF01535.19,PF12854.6	
Gene08190		PF05641.11	
Gene08191			
Gene08192			
Gene08193			
Gene08194		PF11955.7	
Gene08195			
Gene08196			
Gene08197		PF02362.20	GO:0003677
Gene08198		PF00112.22,PF03051.14	GO:0004197,GO:0006508,GO:0008234
Gene08199			
Gene08200		PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF13812.5,PF01535.19,PF13041.5,PF01535.19,PF13812.5,PF13041.5,PF01535.19,PF13812.5,PF13041.5,PF01535.19,PF13812.5,PF17177.3,PF12854.6,PF13041.5,PF01535.19,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19	
Gene08201			
Gene08202			
Gene08203			
Gene08204		PF13456.5	
Gene08205		PF05664.10	
Gene08206		PF00646.32,PF12937.6	GO:0005515
Gene08207		PF00854.20	GO:0005215,GO:0006810,GO:0016020
Gene08208		PF00083.23	GO:0016021,GO:0022857,GO:0055085
Gene08209			
Gene08210		PF16209.4	
Gene08211		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene08212			
Gene08213			
Gene08214		PF05023.13,PF09328.9	GO:0010038,GO:0016756,GO:0046872,GO:0046938
Gene08215	K14009		
Gene08216			
Gene08217			
Gene08218		PF03441.13,PF03441.13	
Gene08219			
Gene08220		PF13917.5,PF00098.22,PF14392.5,PF14392.5	GO:0003676,GO:0008270
Gene08221			
Gene08222			
Gene08223			
Gene08224	K02327	PF03104.18	GO:0008408
Gene08225			
Gene08226		PF05193.20	
Gene08227	K13464		
Gene08228			
Gene08229			
Gene08230	K01103		
Gene08231		PF09334.10	GO:0000166,GO:0004812,GO:0005524,GO:0006418
Gene08232			
Gene08233		PF13456.5	
Gene08234		PF13639.5,PF17123.4,PF13923.5,PF00097.24,PF13445.5	GO:0046872
Gene08235			
Gene08236		PF00319.17	GO:0003677,GO:0046983
Gene08237		PF00079.19	
Gene08238		PF03143.16,PF00009.26,PF00009.26	
Gene08239	K06268	PF13833.5,PF13405.5	GO:0005509
Gene08240			
Gene08241		PF07005.10	
Gene08242		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene08243			
Gene08244			
Gene08245			
Gene08246			
Gene08247		PF14416.5,PF13839.5	
Gene08248			
Gene08249		PF00319.17	GO:0003677,GO:0046983
Gene08250		PF07983.12	
Gene08251		PF13639.5	
Gene08252			
Gene08253		PF00332.17	GO:0004553,GO:0005975
Gene08254		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene08255	K02723	PF06298.10,PF06298.10	GO:0009523,GO:0015979,GO:0016021,GO:0030145
Gene08256			
Gene08257			
Gene08258			
Gene08259		PF14635.5	
Gene08260			
Gene08261		PF00646.32	GO:0005515
Gene08262		PF00494.18	GO:0009058,GO:0016740
Gene08263		PF07731.13	GO:0005507,GO:0016491,GO:0055114
Gene08264	K00145		
Gene08265			
Gene08266			
Gene08267		PF08372.9	
Gene08268		PF00408.19	GO:0016868,GO:0071704
Gene08269			
Gene08270		PF00083.23	GO:0016021,GO:0022857,GO:0055085
Gene08271		PF00501.27	GO:0003824,GO:0008152
Gene08272			
Gene08273		PF00076.21,PF00076.21	GO:0003676
Gene08274			
Gene08275		PF02298.16	GO:0009055
Gene08276	K02492	PF01488.19,PF00745.19	GO:0008883,GO:0033014,GO:0050661,GO:0055114
Gene08277	K18643	PF13925.5	
Gene08278		PF13947.5	GO:0030247
Gene08279		PF00646.32	GO:0005515
Gene08280			
Gene08281		PF04783.11,PF04782.11	
Gene08282	K01183	PF00704.27	GO:0005975
Gene08283			
Gene08284			
Gene08285		PF01535.19,PF12854.6,PF01535.19,PF13041.5,PF01535.19,PF12854.6,PF01535.19	
Gene08286			
Gene08287			
Gene08288			
Gene08289			
Gene08290		PF08628.11	
Gene08291		PF01167.17	
Gene08292			
Gene08293	K00761		
Gene08294			
Gene08295	K14774		
Gene08296			
Gene08297			
Gene08298		PF04043.14,PF01095.18	GO:0004857,GO:0005618,GO:0030599,GO:0042545
Gene08299			
Gene08300			
Gene08301			
Gene08302			
Gene08303		PF04759.12	
Gene08304	K17545		
Gene08305		PF01501.19	GO:0016757
Gene08306	K16546	PF16045.4	GO:0005515
Gene08307	K22068	PF01592.15	GO:0005506,GO:0016226,GO:0051536
Gene08308		PF10712.8,PF00012.19,PF06723.12	
Gene08309			
Gene08310			
Gene08311			
Gene08312			
Gene08313		PF03106.14	GO:0003700,GO:0006355,GO:0043565
Gene08314	K14638	PF00854.20	GO:0005215,GO:0006810,GO:0016020
Gene08315			
Gene08316		PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF13041.5,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19,PF13041.5,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19,PF13041.5,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19	
Gene08317			
Gene08318			
Gene08319			
Gene08320		PF01803.15	
Gene08321			
Gene08322			
Gene08323			
Gene08324			
Gene08325		PF07714.16	GO:0004672,GO:0006468
Gene08326		PF00962.21	GO:0019239
Gene08327			
Gene08328		PF04130.12	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
Gene08329			
Gene08330			
Gene08331	K17428	PF06984.12,PF00831.22	GO:0003735,GO:0005622,GO:0005761,GO:0005840,GO:0006412
Gene08332			
Gene08333	K11713	PF00432.20	GO:0003824
Gene08334			
Gene08335			
Gene08336		PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene08337			
Gene08338		PF00230.19	GO:0005215,GO:0006810,GO:0016020
Gene08339			
Gene08340	K14802	PF16212.4	
Gene08341			
Gene08342			
Gene08343			
Gene08344	K08832	PF00069.24,PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene08345		PF07939.10	
Gene08346			
Gene08347			
Gene08348			
Gene08349		PF02450.14,PF05990.11	GO:0006629,GO:0008374
Gene08350			
Gene08351			
Gene08352			
Gene08353		PF00646.32,PF14299.5	GO:0005515
Gene08354			
Gene08355			
Gene08356		PF12819.6,PF08263.11	
Gene08357			
Gene08358		PF04885.12	
Gene08359			
Gene08360		PF00501.27	GO:0003824,GO:0008152
Gene08361			
Gene08362			
Gene08363		PF14683.5	
Gene08364	K10949	PF00810.17	GO:0006621,GO:0016021,GO:0046923
Gene08365			
Gene08366			
Gene08367			
Gene08368		PF06203.13	GO:0005515
Gene08369		PF09718.9	
Gene08370			
Gene08371	K15376		
Gene08372			
Gene08373			
Gene08374			
Gene08375			
Gene08376		PF07992.13,PF00070.26	GO:0016491,GO:0055114
Gene08377			
Gene08378			
Gene08379		PF13041.5,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6	
Gene08380		PF07712.11	
Gene08381			
Gene08382	K13422	PF00010.25	GO:0046983
Gene08383			
Gene08384			
Gene08385			
Gene08386			
Gene08387			
Gene08388		PF03639.12	GO:0052861
Gene08389		PF06200.13	
Gene08390		PF06813.12	
Gene08391	K14488	PF02519.13	GO:0009733
Gene08392			
Gene08393		PF00071.21,PF08477.12	GO:0003924,GO:0005525
Gene08394			
Gene08395			
Gene08396	K00602		
Gene08397			
Gene08398		PF01612.19	GO:0003676,GO:0006139,GO:0008408
Gene08399			
Gene08400			
Gene08401	K12471	PF01417.19,PF07651.15	GO:0005543
Gene08402		PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19,PF02493.19	
Gene08403		PF00888.21	GO:0006511,GO:0031625
Gene08404			
Gene08405			
Gene08406			
Gene08407			
Gene08408		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene08409		PF12146.7,PF00756.19	
Gene08410			
Gene08411			
Gene08412			
Gene08413			
Gene08414	K02926	PF00573.21	GO:0003735,GO:0005840,GO:0006412
Gene08415		PF06047.10	GO:0003682,GO:0007219,GO:0045892
Gene08416	K14431	PF14144.5	GO:0006351,GO:0043565
Gene08417		PF07725.11	
Gene08418			
Gene08419		PF01277.16	GO:0012511,GO:0016021
Gene08420			
Gene08421		PF00578.20,PF13911.5	GO:0016209,GO:0016491,GO:0055114
Gene08422		PF04844.12	
Gene08423			
Gene08424			
Gene08425	K03798	PF01434.17	GO:0004222,GO:0005524,GO:0006508
Gene08426		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene08427	K08237		
Gene08428		PF07496.14	GO:0008270
Gene08429		PF03094.14	GO:0006952,GO:0016021
Gene08430			
Gene08431	K17263	PF08623.9	
Gene08432			
Gene08433			
Gene08434		PF00481.20	GO:0003824
Gene08435			
Gene08436	K11346		
Gene08437			
Gene08438			
Gene08439		PF01490.17	
Gene08440	K09422		
Gene08441			
Gene08442			
Gene08443			
Gene08444	K09264	PF00319.17,PF01486.16	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983
Gene08445		PF13912.5,PF00096.25,PF12874.6	
Gene08446		PF02705.15	GO:0015079,GO:0016020,GO:0071805
Gene08447		PF00982.20,PF02358.15	GO:0003824,GO:0005992
Gene08448		PF00493.22	GO:0003677,GO:0005524,GO:0006270
Gene08449		PF14309.5	
Gene08450			
Gene08451			
Gene08452		PF00931.21	GO:0043531
Gene08453			
Gene08454			
Gene08455			
Gene08456		PF00107.25	GO:0055114
Gene08457			
Gene08458			
Gene08459			
Gene08460			
Gene08461		PF01535.19,PF14432.5	GO:0008270
Gene08462		PF00582.25	GO:0006950
Gene08463		PF02536.13,PF02536.13	GO:0003690,GO:0006355
Gene08464			
Gene08465			
Gene08466			
Gene08467			
Gene08468			
Gene08469			
Gene08470			
Gene08471		PF16113.4,PF00378.19	GO:0003824,GO:0003860,GO:0008152
Gene08472	K03943		
Gene08473			
Gene08474			
Gene08475			
Gene08476			
Gene08477			
Gene08478			
Gene08479			
Gene08480		PF02737.17	GO:0003857,GO:0006631,GO:0016491,GO:0055114
Gene08481	K11866	PF08969.10	
Gene08482	K14294	PF09282.9	
Gene08483		PF00487.23	GO:0006629
Gene08484		PF02181.22	
Gene08485		PF16187.4	
Gene08486		PF00268.20	GO:0055114
Gene08487		PF01762.20,PF02434.15	GO:0006486,GO:0008378,GO:0016020,GO:0016757
Gene08488			
Gene08489			
Gene08490			
Gene08491	K11674	PF13325.5	
Gene08492		PF06068.12,PF07728.13,PF05496.11,PF00004.28	GO:0003678,GO:0005524,GO:0006281,GO:0006310,GO:0009378,GO:0016887
Gene08493		PF03088.15,PF08450.11	GO:0009058,GO:0016844
Gene08494		PF00646.32,PF12937.6	GO:0005515
Gene08495		PF01925.18	GO:0016021
Gene08496		PF13456.5	
Gene08497			
Gene08498			
Gene08499		PF12906.6	GO:0008270
Gene08500			
Gene08501			
Gene08502		PF05142.11	
Gene08503		PF02798.19,PF13417.5,PF00043.24,PF14497.5	GO:0005515
Gene08504			
Gene08505			
Gene08506	K13095	PF16275.4,PF00013.28,PF00076.21	GO:0003676,GO:0003723
Gene08507			
Gene08508			
Gene08509			
Gene08510	K13071	PF00355.25	GO:0016491,GO:0051537,GO:0055114
Gene08511		PF02548.14	GO:0003864,GO:0015940
Gene08512			
Gene08513			
Gene08514			
Gene08515			
Gene08516			
Gene08517			
Gene08518		PF14144.5	GO:0006351,GO:0043565
Gene08519	K03714	PF04577.13	GO:0016757
Gene08520			
Gene08521			
Gene08522	K13963	PF00079.19	
Gene08523			
Gene08524			
Gene08525			
Gene08526			
Gene08527			
Gene08528	K13422	PF14215.5	
Gene08529			
Gene08530			
Gene08531		PF01150.16	GO:0016787
Gene08532			
Gene08533			
Gene08534			
Gene08535			
Gene08536			
Gene08537			
Gene08538		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene08539			
Gene08540		PF00862.18,PF13579.5	GO:0005985,GO:0016157
Gene08541		PF00646.32,PF12937.6	GO:0005515
Gene08542		PF01490.17	
Gene08543		PF00183.17	GO:0005524,GO:0006457,GO:0006950,GO:0051082
Gene08544			
Gene08545			
Gene08546			
Gene08547			
Gene08548			
Gene08549			
Gene08550	K00700		
Gene08551			
Gene08552		PF17171.3	
Gene08553			
Gene08554			
Gene08555		PF00565.16	
Gene08556			
Gene08557		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene08558			
Gene08559		PF08333.10	
Gene08560		PF00282.18	GO:0016831,GO:0019752,GO:0030170
Gene08561	K03248	PF12353.7,PF00076.21	GO:0003676
Gene08562		PF02701.14	GO:0003677,GO:0006355
Gene08563			
Gene08564			
Gene08565			
Gene08566			
Gene08567			
Gene08568			
Gene08569			
Gene08570			
Gene08571		PF07058.10,PF07058.10	GO:0007010,GO:0008017
Gene08572		PF00012.19,PF06723.12	GO:0000902
Gene08573			
Gene08574	K14191	PF00398.19	
Gene08575			
Gene08576		PF00232.17	GO:0004553,GO:0005975
Gene08577		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene08578			
Gene08579	K13249		
Gene08580			
Gene08581		PF12937.6,PF00646.32	GO:0005515
Gene08582			
Gene08583	K03544	PF07724.13,PF07728.13,PF00004.28	GO:0005524,GO:0016887
Gene08584			
Gene08585			
Gene08586		PF13236.5	
Gene08587			
Gene08588			
Gene08589			
Gene08590			
Gene08591		PF03321.12	
Gene08592			
Gene08593		PF02485.20	GO:0008375,GO:0016020
Gene08594			
Gene08595		PF00004.28	GO:0005524
Gene08596			
Gene08597			
Gene08598			
Gene08599	K16296	PF00450.21	GO:0004185,GO:0006508
Gene08600			
Gene08601			
Gene08602			
Gene08603			
Gene08604		PF02458.14	GO:0016747
Gene08605			
Gene08606	K18980	PF00107.25,PF13602.5	GO:0055114
Gene08607			
Gene08608		PF14543.5,PF00026.22	
Gene08609			
Gene08610			
Gene08611		PF13292.5,PF13292.5,PF02775.20,PF00676.19	GO:0008661,GO:0016114
Gene08612			
Gene08613			
Gene08614			
Gene08615			
Gene08616			
Gene08617			
Gene08618			
Gene08619		PF10604.8	
Gene08620			
Gene08621			
Gene08622			
Gene08623		PF00443.28	GO:0016579,GO:0036459
Gene08624			
Gene08625			
Gene08626			
Gene08627			
Gene08628	K02947	PF03501.14	
Gene08629			
Gene08630	K13126	PF00076.21	GO:0003676
Gene08631		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene08632		PF03140.14	
Gene08633		PF03822.13	GO:0007165
Gene08634	K00002	PF00248.20	
Gene08635			
Gene08636			
Gene08637		PF12708.6,PF00295.16	GO:0004650,GO:0005975
Gene08638	K09590	PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene08639		PF00332.17	GO:0004553,GO:0005975
Gene08640			
Gene08641			
Gene08642			
Gene08643			
Gene08644		PF08214.10	GO:0004402,GO:0006355,GO:0016573
Gene08645		PF01485.20	
Gene08646	K14963		
Gene08647	K05309	PF00462.23,PF13417.5	GO:0005515,GO:0009055,GO:0015035,GO:0045454
Gene08648			
Gene08649		PF00931.21	GO:0043531
Gene08650			
Gene08651			
Gene08652	K10046		
Gene08653		PF13855.5	GO:0005515
Gene08654			
Gene08655			
Gene08656			
Gene08657			
Gene08658		PF00240.22,PF11976.7,PF13881.5,PF00240.22,PF11976.7,PF14560.5	GO:0005515
Gene08659			
Gene08660			
Gene08661		PF04055.20	GO:0003824,GO:0051536
Gene08662			
Gene08663			
Gene08664		PF00033.18,PF13631.5	GO:0009055,GO:0016020,GO:0016491
Gene08665			
Gene08666			
Gene08667		PF14392.5	
